Accession	Virus Name	Virus Taxonomic ID	Host Taxonomic ID	Completeness	Isolate Collection date	Release date
LC506460.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2014	2020-11-18T00:00:00Z
LC506461.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2016	2020-11-18T00:00:00Z
LC506462.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2017	2020-11-18T00:00:00Z
LC506513.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2019-10-22T00:00:00Z
LC506514.1	Enterovirus A71	39054	9606.0	COMPLETE	1990	2019-10-22T00:00:00Z
LC506515.1	Enterovirus A71	39054	9606.0	COMPLETE	2007	2019-10-22T00:00:00Z
LC506516.1	Enterovirus A71	39054	9606.0	COMPLETE	2004	2019-10-22T00:00:00Z
LC530048.1	rhinovirus A49	44131	9606.0	COMPLETE	2019-02-27	2020-03-18T00:00:00Z
LC626872.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626873.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626874.1	Enterovirus A71	39054	9606.0	COMPLETE	2013	2021-04-21T00:00:00Z
LC626875.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626876.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626877.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626878.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626879.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626880.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626881.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626882.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2021-04-21T00:00:00Z
LC626883.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626884.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626885.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626886.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626887.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2021-04-21T00:00:00Z
LC626888.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626889.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626890.1	Enterovirus A71	39054	9606.0	COMPLETE	2007	2021-04-21T00:00:00Z
LC626891.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626892.1	Enterovirus A71	39054	9606.0	COMPLETE	2002	2021-04-21T00:00:00Z
LC626893.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2021-04-21T00:00:00Z
LC626894.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2021-04-21T00:00:00Z
LC626895.1	Enterovirus A71	39054	9606.0	COMPLETE	2006	2021-04-21T00:00:00Z
LC626896.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626897.1	Enterovirus A71	39054	9606.0	COMPLETE	2007	2021-04-21T00:00:00Z
LC626898.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626899.1	Enterovirus A71	39054	9606.0	COMPLETE	2003	2021-04-21T00:00:00Z
LC626900.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC626901.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2021-04-21T00:00:00Z
LC627066.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627067.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627068.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627069.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627070.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627071.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627072.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627073.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627074.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627075.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627076.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627077.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627078.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627079.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627081.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627082.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627083.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627084.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627085.1	Enterovirus A71	39054	9606.0	COMPLETE	2015	2021-04-23T00:00:00Z
LC627086.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627087.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627088.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627089.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627090.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627091.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC627092.1	Enterovirus A71	39054	9606.0	COMPLETE	2016	2021-04-23T00:00:00Z
LC699414.1	rhinovirus A78	147685	9606.0	COMPLETE	2018	2022-03-23T00:00:00Z
LC699415.1	rhinovirus A24	185897	9606.0	COMPLETE	2018	2022-03-23T00:00:00Z
LC699416.1	rhinovirus A54	185914	9606.0	COMPLETE	2019	2022-03-23T00:00:00Z
LC699417.1	Rhinovirus A81	185935	9606.0	COMPLETE	2019	2022-03-23T00:00:00Z
LC699418.1	rhinovirus A16	31708	9606.0	COMPLETE	2019	2022-03-23T00:00:00Z
LC699419.1	rhinovirus A88	185939	9606.0	COMPLETE	2019	2022-03-23T00:00:00Z
LC699420.1	rhinovirus A58	44133	9606.0	COMPLETE	2019	2022-03-23T00:00:00Z
LC699421.1	rhinovirus A21	44128	9606.0	COMPLETE	2020	2022-03-23T00:00:00Z
LC699422.1	rhinovirus A60	185919	9606.0	COMPLETE	2020	2022-03-23T00:00:00Z
LC699423.1	rhinovirus A80	185934	9606.0	COMPLETE	2020	2022-03-23T00:00:00Z
LC699424.1	rhinovirus A1	573824	9606.0	COMPLETE	2021	2022-03-23T00:00:00Z
LC699425.1	rhinovirus C3	1219377	9606.0	COMPLETE	2018	2022-03-23T00:00:00Z
KY126089.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2013-06-17	2017-01-10T00:00:00Z
KY126090.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2013-06-15	2017-01-10T00:00:00Z
KY126091.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-04-09	2017-01-10T00:00:00Z
KY126092.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-05-31	2017-01-10T00:00:00Z
KY271944.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2016-05-26	2017-09-05T00:00:00Z
KY271947.1	Coxsackievirus A21	12069	9606.0	COMPLETE	2015-05-31	2017-09-05T00:00:00Z
KY271949.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2015-04-16	2017-09-05T00:00:00Z
KY272007.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2014-04-10	2017-02-12T00:00:00Z
KY272008.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2014-04-03	2017-02-12T00:00:00Z
KY272009.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2014-04-29	2017-02-12T00:00:00Z
KY272010.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2014-06-06	2017-02-12T00:00:00Z
KY315729.1	Enterovirus A71	39054	9606.0	COMPLETE	2015-07-20	2017-02-14T00:00:00Z
KY342346.1	rhinovirus A22	185896	9606.0	COMPLETE	2015-01	2017-01-17T00:00:00Z
KY369873.1	rhinovirus A34	185905	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369874.1	rhinovirus A105	2777143	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369875.1	rhinovirus A54	185914	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369877.1	rhinovirus C27	2045070	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369878.1	rhinovirus C43	1219413	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369879.1	Rhinovirus C	463676	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369880.1	Rhinovirus C	463676	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369881.1	rhinovirus C2	1219376	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369882.1	Rhinovirus C	463676	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369883.1	rhinovirus B97	167330	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369884.1	rhinovirus A31	185902	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369885.1	rhinovirus A22	185896	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369886.1	rhinovirus A61	185920	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369887.1	rhinovirus A68	185925	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369888.1	rhinovirus A20	147675	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369889.1	rhinovirus A101	1219381	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369890.1	rhinovirus A47	185911	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369891.1	rhinovirus A101	1219381	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369892.1	rhinovirus A101	1219381	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369893.1	rhinovirus A59	185918	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369894.1	rhinovirus A82	167322	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369895.1	rhinovirus A59	185918	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369896.1	rhinovirus A49	44131	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369897.1	rhinovirus A101	1219381	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369898.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369899.1	rhinovirus B4	185889	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369900.1	rhinovirus B27	185900	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369901.1	rhinovirus B27	185900	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369902.1	rhinovirus B70	185926	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY369904.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2016	2017-01-15T00:00:00Z
KY425527.1	Enterovirus A71	39054	9606.0	COMPLETE	2013-05-11	2017-03-15T00:00:00Z
KY425528.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011-06-06	2019-05-28T00:00:00Z
KY425529.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2015-06-13	2019-05-28T00:00:00Z
KY425530.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011-06-02	2019-05-28T00:00:00Z
KY425531.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011-05-01	2019-05-28T00:00:00Z
KY425532.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009-05-24	2019-05-28T00:00:00Z
KY425533.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2012-06-23	2019-05-28T00:00:00Z
KY425534.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2012-06-23	2019-05-28T00:00:00Z
KY425535.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2013-10-14	2019-05-28T00:00:00Z
KY425536.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2014-06-24	2019-05-28T00:00:00Z
KY425537.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009-06-24	2019-05-28T00:00:00Z
KY425538.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010-05-18	2019-05-28T00:00:00Z
KY425539.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010-05-18	2019-05-28T00:00:00Z
KY425540.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2015-06-19	2019-05-28T00:00:00Z
KY629935.1	rhinovirus A59	185918	9606.0	COMPLETE	2016	2017-04-29T00:00:00Z
KY645964.1	Echovirus E30	41846	9606.0	COMPLETE	2016	2017-03-29T00:00:00Z
KY674974.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2016	2017-03-29T00:00:00Z
KY674976.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2016	2017-03-29T00:00:00Z
KY684757.1	rhinovirus B3	44130	9606.0	COMPLETE	2016	2017-03-26T00:00:00Z
KY828851.1	Echovirus E18	47506	9606.0	COMPLETE	2016-07-21	2017-08-26T00:00:00Z
KY828852.1	Echovirus E18	47506	9606.0	COMPLETE	2016-07-12	2017-08-26T00:00:00Z
KY941931.1	Human poliovirus 1	12080	9606.0	COMPLETE	2013	2017-12-16T00:00:00Z
KY941932.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2017-12-16T00:00:00Z
KY941933.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2017-12-16T00:00:00Z
KY941934.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2017-12-16T00:00:00Z
KY941935.1	Human poliovirus 1	12080	9606.0	COMPLETE	2015	2017-12-16T00:00:00Z
KY981557.1	Echovirus E11	12078	9606.0	COMPLETE	1997	2017-12-16T00:00:00Z
KY981558.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981559.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981560.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981561.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981562.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981563.1	Echovirus E11	12078	9606.0	COMPLETE	1999-10-19	2017-12-16T00:00:00Z
KY981564.1	Echovirus E11	12078	9606.0	COMPLETE	1999-11-01	2017-12-16T00:00:00Z
KY981565.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981566.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981567.1	Echovirus E11	12078	9606.0	COMPLETE	1999	2017-12-16T00:00:00Z
KY981568.1	Echovirus E11	12078	9606.0	COMPLETE	1999-12-21	2017-12-16T00:00:00Z
KY981569.1	Echovirus E11	12078	9606.0	COMPLETE	1992	2017-12-16T00:00:00Z
KY981570.1	Echovirus E11	12078	9606.0	COMPLETE	1992	2017-12-16T00:00:00Z
KY981571.1	Echovirus E11	12078	9606.0	COMPLETE	1993	2017-12-16T00:00:00Z
KY981572.1	Echovirus E11	12078	9606.0	COMPLETE	1993	2017-12-16T00:00:00Z
KY981573.1	Echovirus E11	12078	9606.0	COMPLETE	1995-11-13	2017-12-16T00:00:00Z
KY981574.1	Echovirus E11	12078	9606.0	COMPLETE	1996-02-27	2017-12-16T00:00:00Z
KY981575.1	Echovirus E11	12078	9606.0	COMPLETE	1996	2017-12-16T00:00:00Z
KY981576.1	Echovirus E11	12078	9606.0	COMPLETE	1996-10-28	2017-12-16T00:00:00Z
KY981577.1	Echovirus E11	12078	9606.0	COMPLETE	1997-05-06	2017-12-16T00:00:00Z
KY981578.1	Echovirus E11	12078	9606.0	COMPLETE	1998	2017-12-16T00:00:00Z
KY981579.1	Echovirus E11	12078	9606.0	COMPLETE	1998-02-11	2017-12-16T00:00:00Z
KY981580.1	Echovirus E11	12078	9606.0	COMPLETE	1998-02-19	2017-12-16T00:00:00Z
KY981581.1	Echovirus E11	12078	9606.0	COMPLETE	1998-04-01	2017-12-16T00:00:00Z
KY983589.1	rhinovirus C20	1418062	9606.0	COMPLETE	2015	2017-05-22T00:00:00Z
KU695562.1	Rhinovirus C	463676	9606.0	COMPLETE	2013	2016-02-17T00:00:00Z
KU936120.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-03-10	2017-01-15T00:00:00Z
KU936121.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-03-19	2017-01-15T00:00:00Z
KU936122.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-03-28	2017-01-15T00:00:00Z
KU936123.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-03-28	2017-01-15T00:00:00Z
KU936124.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-04-01	2017-01-15T00:00:00Z
KU936125.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-04-11	2017-01-15T00:00:00Z
KU936126.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-07-07	2017-01-15T00:00:00Z
KU936127.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-09-11	2017-01-15T00:00:00Z
KU936128.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-05-04	2017-01-15T00:00:00Z
KU936129.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-06-02	2017-01-15T00:00:00Z
KU936130.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-04-20	2017-01-15T00:00:00Z
KU936131.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-05-31	2017-01-15T00:00:00Z
KU936132.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-06-15	2017-01-15T00:00:00Z
KX058533.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2012	2016-09-20T00:00:00Z
KX060810.1	Echovirus E20	47508	9606.0	COMPLETE	2010-05	2017-04-17T00:00:00Z
KX064282.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-08-06	2017-01-14T00:00:00Z
KX064283.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-08-27	2017-01-14T00:00:00Z
KX064284.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-10-26	2017-01-14T00:00:00Z
KX064285.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-08-13	2017-01-14T00:00:00Z
KX064286.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-09-01	2017-01-14T00:00:00Z
KX064287.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-06-09	2017-01-14T00:00:00Z
KX064288.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-07-02	2017-01-14T00:00:00Z
KX064289.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-04-25	2017-01-14T00:00:00Z
KX064290.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-04-15	2017-01-14T00:00:00Z
KX064291.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-04-11	2017-01-14T00:00:00Z
KX064292.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-03-25	2017-01-14T00:00:00Z
KX064293.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-03-14	2017-01-14T00:00:00Z
KX064294.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-06-16	2017-01-14T00:00:00Z
KX064295.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-07-02	2017-01-14T00:00:00Z
KX064296.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-08-06	2017-01-14T00:00:00Z
KX064297.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-08-27	2017-01-14T00:00:00Z
KX064298.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-03-14	2017-01-14T00:00:00Z
KX064299.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-06-10	2017-01-14T00:00:00Z
KX064300.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-07-08	2017-01-14T00:00:00Z
KX064301.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-07-29	2017-01-14T00:00:00Z
KX064302.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-07-29	2017-01-14T00:00:00Z
KX064303.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-10-21	2017-01-14T00:00:00Z
KX064304.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-09-23	2017-01-14T00:00:00Z
KX064305.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-08-12	2017-01-14T00:00:00Z
KX064306.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2014-09-23	2017-01-14T00:00:00Z
KX064307.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-07-09	2017-01-14T00:00:00Z
KX064308.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015-07-06	2017-01-14T00:00:00Z
KX162678.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-09-23	2016-12-14T00:00:00Z
KX162679.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-01-23	2016-12-14T00:00:00Z
KX162680.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-02-02	2016-12-14T00:00:00Z
KX162681.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-02-16	2016-12-14T00:00:00Z
KX162682.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011-10-11	2016-12-14T00:00:00Z
KX162683.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011-11-25	2016-12-14T00:00:00Z
KX162684.1	Human poliovirus 1	12080	9606.0	COMPLETE	2012-06-23	2016-12-14T00:00:00Z
KX162685.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-08-10	2016-12-14T00:00:00Z
KX162686.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-08-25	2016-12-14T00:00:00Z
KX162687.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-08-25	2016-12-14T00:00:00Z
KX162688.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-08-28	2016-12-14T00:00:00Z
KX162689.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-12-12	2016-12-14T00:00:00Z
KX162690.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012-08-26	2016-12-14T00:00:00Z
KX162691.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-06-02	2016-12-14T00:00:00Z
KX162692.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-02-09	2016-12-14T00:00:00Z
KX162693.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-03-24	2016-12-14T00:00:00Z
KX162694.1	Enterovirus C	138950	9606.0	COMPLETE	2014-03-31	2017-03-02T00:00:00Z
KX162695.1	Human poliovirus 1	12080	9606.0	COMPLETE	2014-04-29	2016-12-14T00:00:00Z
KX162696.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-05-19	2016-12-14T00:00:00Z
KX162699.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-10-17	2016-12-14T00:00:00Z
KX162700.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-10-06	2016-12-14T00:00:00Z
KX162701.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-10-27	2016-12-14T00:00:00Z
KX162702.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-09-16	2016-12-14T00:00:00Z
KX162703.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-09-14	2016-12-14T00:00:00Z
KX162704.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-10-26	2016-12-14T00:00:00Z
KX162706.1	Human poliovirus 2	12083	9606.0	COMPLETE	2006-08-03	2016-12-14T00:00:00Z
KX162707.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011-11-22	2016-12-14T00:00:00Z
KX162708.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011-09-04	2016-12-14T00:00:00Z
KX162709.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011-09-18	2016-12-14T00:00:00Z
KX162710.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011-10-18	2016-12-14T00:00:00Z
KX162711.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011-10-24	2016-12-14T00:00:00Z
KX162712.1	Human poliovirus 2	12083	9606.0	COMPLETE	2014-11-20	2016-12-14T00:00:00Z
KX162713.1	Human poliovirus 2	12083	9606.0	COMPLETE	2014-11-13	2016-12-14T00:00:00Z
KX162714.1	Human poliovirus 2	12083	9606.0	COMPLETE	2015-01-20	2016-12-14T00:00:00Z
KX162716.1	Human poliovirus 2	12083	9606.0	COMPLETE	2015-02-09	2016-12-14T00:00:00Z
KX162717.1	Human poliovirus 2	12083	9606.0	COMPLETE	2015-08-10	2016-12-14T00:00:00Z
KX255352.1	enterovirus D68	42789	9606.0	COMPLETE	2014-08-12	2016-06-18T00:00:00Z
KX255353.1	enterovirus D68	42789	9606.0	COMPLETE	2000-08-22	2016-06-18T00:00:00Z
KX255354.1	enterovirus D68	42789	9606.0	COMPLETE	2014-09-12	2016-06-18T00:00:00Z
KX255355.1	enterovirus D68	42789	9606.0	COMPLETE	2009-09-11	2016-06-18T00:00:00Z
KX255356.1	enterovirus D68	42789	9606.0	COMPLETE	2012-08-15	2016-06-18T00:00:00Z
KX255357.1	enterovirus D68	42789	9606.0	COMPLETE	2000-09-19	2016-06-18T00:00:00Z
KX255358.1	enterovirus D68	42789	9606.0	COMPLETE	2012-10-10	2016-06-18T00:00:00Z
KX255359.1	enterovirus D68	42789	9606.0	COMPLETE	2012-09-14	2016-06-18T00:00:00Z
KX255360.1	enterovirus D68	42789	9606.0	COMPLETE	2009-08-26	2016-06-18T00:00:00Z
KX255361.1	enterovirus D68	42789	9606.0	COMPLETE	2012-09-27	2016-06-18T00:00:00Z
KX255362.1	enterovirus D68	42789	9606.0	COMPLETE	2014-07-22	2016-06-18T00:00:00Z
KX255363.1	enterovirus D68	42789	9606.0	COMPLETE	2006-09-26	2016-06-18T00:00:00Z
KX255364.1	enterovirus D68	42789	9606.0	COMPLETE	2014-08-14	2016-06-18T00:00:00Z
KX255365.1	enterovirus D68	42789	9606.0	COMPLETE	2012-09-05	2016-06-18T00:00:00Z
KX255366.1	enterovirus D68	42789	9606.0	COMPLETE	2008-10-27	2016-06-18T00:00:00Z
KX255367.1	enterovirus D68	42789	9606.0	COMPLETE	2014-09-12	2016-06-18T00:00:00Z
KX255368.1	enterovirus D68	42789	9606.0	COMPLETE	2013-09-11	2016-06-18T00:00:00Z
KX255369.1	enterovirus D68	42789	9606.0	COMPLETE	2012-08-21	2016-06-18T00:00:00Z
KX255370.1	enterovirus D68	42789	9606.0	COMPLETE	2012-08-09	2016-06-18T00:00:00Z
KX255371.1	enterovirus D68	42789	9606.0	COMPLETE	2008-10-14	2016-06-18T00:00:00Z
KX255372.1	enterovirus D68	42789	9606.0	COMPLETE	2003-11-03	2016-06-18T00:00:00Z
